PO_ID,reason,comments
PO1316,Total price discrepancy,Expected invoice amount (25230.70) does not match invoice amount (5315.03).
PO1316,Under-delivery,Total received quantity (71) is less than ordered quantity (110).
PO1317,ASN/GRN mismatch,ASN shipped quantity (273) does not match GRN received quantity (62).
PO1317,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-20).
PO1317,Total price discrepancy,Expected invoice amount (59621.40) does not match invoice amount (2619.37).
PO1317,Under-delivery,Total received quantity (62) is less than ordered quantity (183).
PO1318,Missing GRN,No GRN record found for this PO.
PO1319,ASN/GRN mismatch,ASN shipped quantity (553) does not match GRN received quantity (402).
PO1319,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-27).
PO1319,Over-delivery,Total received quantity (402) exceeds ordered quantity (132).
PO1319,Total price discrepancy,Expected invoice amount (63924.96) does not match invoice amount (7544.10).
PO1320,Missing GRN,No GRN record found for this PO.
PO1321,ASN/GRN mismatch,ASN shipped quantity (173) does not match GRN received quantity (257).
PO1321,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-10).
PO1321,Over-delivery,Total received quantity (257) exceeds ordered quantity (155).
PO1321,Total price discrepancy,Expected invoice amount (64438.15) does not match invoice amount (3631.69).
PO1322,Missing GRN,No GRN record found for this PO.
PO1323,ASN/GRN mismatch,ASN shipped quantity (315) does not match GRN received quantity (240).
PO1323,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-31).
PO1323,Over-delivery,Total received quantity (240) exceeds ordered quantity (139).
PO1323,Total price discrepancy,Expected invoice amount (49356.12) does not match invoice amount (7653.49).
PO1324,Missing GRN,No GRN record found for this PO.
PO1325,Missing GRN,No GRN record found for this PO.
PO1326,ASN/GRN mismatch,ASN shipped quantity (444) does not match GRN received quantity (455).
PO1326,Over-delivery,Total received quantity (455) exceeds ordered quantity (64).
PO1326,Total price discrepancy,Expected invoice amount (16116.48) does not match invoice amount (1762.39).
PO1327,ASN/GRN mismatch,ASN shipped quantity (120) does not match GRN received quantity (56).
PO1327,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-06-23).
PO1327,Total price discrepancy,Expected invoice amount (39126.20) does not match invoice amount (2152.77).
PO1327,Under-delivery,Total received quantity (56) is less than ordered quantity (83).
PO1328,ASN/GRN mismatch,ASN shipped quantity (123) does not match GRN received quantity (157).
PO1328,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-02).
PO1328,Total price discrepancy,Expected invoice amount (52935.67) does not match invoice amount (1650.51).
PO1328,Under-delivery,Total received quantity (157) is less than ordered quantity (179).
PO1329,ASN/GRN mismatch,ASN shipped quantity (121) does not match GRN received quantity (46).
PO1329,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-02).
PO1329,Total price discrepancy,Expected invoice amount (72616.75) does not match invoice amount (5509.12).
PO1329,Under-delivery,Total received quantity (46) is less than ordered quantity (173).
PO1330,ASN/GRN mismatch,ASN shipped quantity (82) does not match GRN received quantity (192).
PO1330,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-08-11).
PO1330,Over-delivery,Total received quantity (192) exceeds ordered quantity (97).
PO1330,Total price discrepancy,Expected invoice amount (17181.61) does not match invoice amount (9789.68).
PO1331,Missing GRN,No GRN record found for this PO.
PO1332,ASN/GRN mismatch,ASN shipped quantity (61) does not match GRN received quantity (168).
PO1332,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-30).
PO1332,Over-delivery,Total received quantity (168) exceeds ordered quantity (147).
PO1332,Total price discrepancy,Expected invoice amount (21362.04) does not match invoice amount (1345.82).
PO1333,ASN/GRN mismatch,ASN shipped quantity (65) does not match GRN received quantity (123).
PO1333,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-02).
PO1333,Over-delivery,Total received quantity (123) exceeds ordered quantity (76).
PO1333,Total price discrepancy,Expected invoice amount (18206.56) does not match invoice amount (3218.30).
PO1334,Missing GRN,No GRN record found for this PO.
PO1335,ASN/GRN mismatch,ASN shipped quantity (288) does not match GRN received quantity (418).
PO1335,Over-delivery,Total received quantity (418) exceeds ordered quantity (134).
PO1335,Total price discrepancy,Expected invoice amount (65646.60) does not match invoice amount (4238.45).
PO1336,ASN/GRN mismatch,ASN shipped quantity (194) does not match GRN received quantity (212).
PO1336,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-30).
PO1336,Over-delivery,Total received quantity (212) exceeds ordered quantity (85).
PO1336,Total price discrepancy,Expected invoice amount (24372.05) does not match invoice amount (2435.66).
PO1337,Missing GRN,No GRN record found for this PO.
PO1338,ASN/GRN mismatch,ASN shipped quantity (680) does not match GRN received quantity (472).
PO1338,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-12).
PO1338,Over-delivery,Total received quantity (472) exceeds ordered quantity (117).
PO1338,Total price discrepancy,Expected invoice amount (26604.63) does not match invoice amount (4062.78).
PO1339,ASN/GRN mismatch,ASN shipped quantity (168) does not match GRN received quantity (145).
PO1339,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-13).
PO1339,Over-delivery,Total received quantity (145) exceeds ordered quantity (69).
PO1339,Total price discrepancy,Expected invoice amount (27662.79) does not match invoice amount (4731.60).
PO1340,Missing GRN,No GRN record found for this PO.
PO1341,ASN/GRN mismatch,ASN shipped quantity (186) does not match GRN received quantity (81).
PO1341,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-06-27).
PO1341,Total price discrepancy,Expected invoice amount (73121.25) does not match invoice amount (5671.02).
PO1341,Under-delivery,Total received quantity (81) is less than ordered quantity (185).
PO1342,ASN/GRN mismatch,ASN shipped quantity (319) does not match GRN received quantity (139).
PO1342,Late delivery,Earliest received date (2025-08-15) is after the PO delivery date (2025-07-24).
PO1342,Over-delivery,Total received quantity (139) exceeds ordered quantity (93).
PO1342,Total price discrepancy,Expected invoice amount (41026.95) does not match invoice amount (5049.76).
PO1343,ASN/GRN mismatch,ASN shipped quantity (158) does not match GRN received quantity (170).
PO1343,Over-delivery,Total received quantity (170) exceeds ordered quantity (145).
PO1343,Total price discrepancy,Expected invoice amount (28646.20) does not match invoice amount (9888.16).
PO1344,ASN/GRN mismatch,ASN shipped quantity (428) does not match GRN received quantity (633).
PO1344,Over-delivery,Total received quantity (633) exceeds ordered quantity (119).
PO1344,Total price discrepancy,Expected invoice amount (49475.44) does not match invoice amount (6586.89).
PO1345,ASN/GRN mismatch,ASN shipped quantity (41) does not match GRN received quantity (152).
PO1345,Late delivery,Earliest received date (2025-08-16) is after the PO delivery date (2025-06-29).
PO1345,Over-delivery,Total received quantity (152) exceeds ordered quantity (57).
PO1345,Total price discrepancy,Expected invoice amount (14747.61) does not match invoice amount (5051.61).
PO1346,ASN/GRN mismatch,ASN shipped quantity (111) does not match GRN received quantity (125).
PO1346,Late delivery,Earliest received date (2025-08-16) is after the PO delivery date (2025-07-05).
PO1346,Over-delivery,Total received quantity (125) exceeds ordered quantity (50).
PO1346,Total price discrepancy,Expected invoice amount (5777.50) does not match invoice amount (5232.92).
PO1347,ASN/GRN mismatch,ASN shipped quantity (536) does not match GRN received quantity (440).
PO1347,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-21).
PO1347,Over-delivery,Total received quantity (440) exceeds ordered quantity (106).
PO1347,Total price discrepancy,Expected invoice amount (39729.86) does not match invoice amount (1251.42).
PO1348,ASN/GRN mismatch,ASN shipped quantity (138) does not match GRN received quantity (107).
PO1348,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-10).
PO1348,Over-delivery,Total received quantity (107) exceeds ordered quantity (60).
PO1348,Total price discrepancy,Expected invoice amount (9806.40) does not match invoice amount (2260.47).
PO1349,ASN/GRN mismatch,ASN shipped quantity (106) does not match GRN received quantity (149).
PO1349,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-27).
PO1349,Over-delivery,Total received quantity (149) exceeds ordered quantity (113).
PO1349,Total price discrepancy,Expected invoice amount (17121.76) does not match invoice amount (1831.70).
PO1350,Missing GRN,No GRN record found for this PO.
PO1351,ASN/GRN mismatch,ASN shipped quantity (268) does not match GRN received quantity (266).
PO1351,Over-delivery,Total received quantity (266) exceeds ordered quantity (55).
PO1351,Total price discrepancy,Expected invoice amount (2853.95) does not match invoice amount (8674.72).
PO1352,ASN/GRN mismatch,ASN shipped quantity (251) does not match GRN received quantity (243).
PO1352,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-20).
PO1352,Over-delivery,Total received quantity (243) exceeds ordered quantity (169).
PO1352,Total price discrepancy,Expected invoice amount (52357.89) does not match invoice amount (2299.26).
PO1353,Missing GRN,No GRN record found for this PO.
PO1354,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-15).
PO1354,Over-delivery,Total received quantity (200) exceeds ordered quantity (85).
PO1354,Total price discrepancy,Expected invoice amount (11427.40) does not match invoice amount (8903.11).
PO1355,ASN/GRN mismatch,ASN shipped quantity (195) does not match GRN received quantity (316).
PO1355,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-03).
PO1355,Over-delivery,Total received quantity (316) exceeds ordered quantity (172).
PO1355,Total price discrepancy,Expected invoice amount (53818.80) does not match invoice amount (6307.15).
PO1356,Missing GRN,No GRN record found for this PO.
PO1357,ASN/GRN mismatch,ASN shipped quantity (257) does not match GRN received quantity (355).
PO1357,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-18).
PO1357,Over-delivery,Total received quantity (355) exceeds ordered quantity (137).
PO1357,Total price discrepancy,Expected invoice amount (6980.15) does not match invoice amount (2924.25).
PO1358,ASN/GRN mismatch,ASN shipped quantity (520) does not match GRN received quantity (456).
PO1358,Over-delivery,Total received quantity (456) exceeds ordered quantity (74).
PO1358,Total price discrepancy,Expected invoice amount (30279.32) does not match invoice amount (1047.27).
PO1359,ASN/GRN mismatch,ASN shipped quantity (361) does not match GRN received quantity (407).
PO1359,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-06-09).
PO1359,Over-delivery,Total received quantity (407) exceeds ordered quantity (164).
PO1359,Total price discrepancy,Expected invoice amount (27378.16) does not match invoice amount (1011.29).
PO1360,ASN/GRN mismatch,ASN shipped quantity (333) does not match GRN received quantity (458).
PO1360,Over-delivery,Total received quantity (458) exceeds ordered quantity (129).
PO1360,Total price discrepancy,Expected invoice amount (13148.97) does not match invoice amount (9936.67).
