PO_ID,ASN/GRN mismatch,comments_ASN/GRN mismatch,Late delivery,comments_Late delivery,Missing GRN,comments_Missing GRN,No issues,comments_No issues,Over-delivery,comments_Over-delivery,Total price discrepancy,comments_Total price discrepancy,Under-delivery,comments_Under-delivery
PO1346,y,ASN shipped quantity (111) does not match GRN received quantity (125).,y,Earliest received date (2025-08-16) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (125) exceeds ordered quantity (50).,y,Expected invoice amount (5777.50) does not match invoice amount (5232.92).,n,
PO1347,y,ASN shipped quantity (536) does not match GRN received quantity (440).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (440) exceeds ordered quantity (106).,y,Expected invoice amount (39729.86) does not match invoice amount (1251.42).,n,
PO1348,y,ASN shipped quantity (138) does not match GRN received quantity (107).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-10).,n,,n,,y,Total received quantity (107) exceeds ordered quantity (60).,y,Expected invoice amount (9806.40) does not match invoice amount (2260.47).,n,
PO1349,y,ASN shipped quantity (106) does not match GRN received quantity (149).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-27).,n,,n,,y,Total received quantity (149) exceeds ordered quantity (113).,y,Expected invoice amount (17121.76) does not match invoice amount (1831.70).,n,
PO1350,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1351,y,ASN shipped quantity (268) does not match GRN received quantity (266).,n,,n,,n,,y,Total received quantity (266) exceeds ordered quantity (55).,y,Expected invoice amount (2853.95) does not match invoice amount (8674.72).,n,
PO1352,y,ASN shipped quantity (251) does not match GRN received quantity (243).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-20).,n,,n,,y,Total received quantity (243) exceeds ordered quantity (169).,y,Expected invoice amount (52357.89) does not match invoice amount (2299.26).,n,
PO1353,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1354,n,,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-15).,n,,n,,y,Total received quantity (200) exceeds ordered quantity (85).,y,Expected invoice amount (11427.40) does not match invoice amount (8903.11).,n,
PO1355,y,ASN shipped quantity (195) does not match GRN received quantity (316).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-03).,n,,n,,y,Total received quantity (316) exceeds ordered quantity (172).,y,Expected invoice amount (53818.80) does not match invoice amount (6307.15).,n,
PO1356,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1357,y,ASN shipped quantity (257) does not match GRN received quantity (355).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-18).,n,,n,,y,Total received quantity (355) exceeds ordered quantity (137).,y,Expected invoice amount (6980.15) does not match invoice amount (2924.25).,n,
PO1358,y,ASN shipped quantity (520) does not match GRN received quantity (456).,n,,n,,n,,y,Total received quantity (456) exceeds ordered quantity (74).,y,Expected invoice amount (30279.32) does not match invoice amount (1047.27).,n,
PO1359,y,ASN shipped quantity (361) does not match GRN received quantity (407).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-06-09).,n,,n,,y,Total received quantity (407) exceeds ordered quantity (164).,y,Expected invoice amount (27378.16) does not match invoice amount (1011.29).,n,
PO1360,y,ASN shipped quantity (333) does not match GRN received quantity (458).,n,,n,,n,,y,Total received quantity (458) exceeds ordered quantity (129).,y,Expected invoice amount (13148.97) does not match invoice amount (9936.67).,n,
PO1361,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1362,y,ASN shipped quantity (177) does not match GRN received quantity (52).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-08-09).,n,,n,,n,,y,Expected invoice amount (12024.12) does not match invoice amount (8646.42).,y,Total received quantity (52) is less than ordered quantity (97).
PO1363,y,ASN shipped quantity (57) does not match GRN received quantity (199).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-22).,n,,n,,y,Total received quantity (199) exceeds ordered quantity (60).,y,Expected invoice amount (7963.20) does not match invoice amount (6287.64).,n,
PO1364,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1365,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1366,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1367,y,ASN shipped quantity (55) does not match GRN received quantity (93).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-22).,n,,n,,n,,y,Expected invoice amount (38491.50) does not match invoice amount (6270.79).,y,Total received quantity (93) is less than ordered quantity (134).
PO1368,y,ASN shipped quantity (356) does not match GRN received quantity (263).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-06-12).,n,,n,,y,Total received quantity (263) exceeds ordered quantity (125).,y,Expected invoice amount (14155.00) does not match invoice amount (6975.46).,n,
PO1369,y,ASN shipped quantity (273) does not match GRN received quantity (322).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-07).,n,,n,,y,Total received quantity (322) exceeds ordered quantity (107).,y,Expected invoice amount (7726.47) does not match invoice amount (3734.76).,n,
PO1370,y,ASN shipped quantity (73) does not match GRN received quantity (90).,n,,n,,n,,n,,y,Expected invoice amount (66785.10) does not match invoice amount (6352.37).,y,Total received quantity (90) is less than ordered quantity (138).
PO1371,y,ASN shipped quantity (626) does not match GRN received quantity (640).,n,,n,,n,,y,Total received quantity (640) exceeds ordered quantity (187).,y,Expected invoice amount (66052.14) does not match invoice amount (8207.16).,n,
PO1372,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1373,y,ASN shipped quantity (70) does not match GRN received quantity (217).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-22).,n,,n,,y,Total received quantity (217) exceeds ordered quantity (156).,y,Expected invoice amount (35042.28) does not match invoice amount (3347.01).,n,
PO1374,y,ASN shipped quantity (178) does not match GRN received quantity (171).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-06-19).,n,,n,,y,Total received quantity (171) exceeds ordered quantity (83).,y,Expected invoice amount (23635.08) does not match invoice amount (3811.84).,n,
PO1375,y,ASN shipped quantity (203) does not match GRN received quantity (316).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (316) exceeds ordered quantity (166).,y,Expected invoice amount (34738.82) does not match invoice amount (3154.76).,n,
PO1376,y,ASN shipped quantity (234) does not match GRN received quantity (369).,n,,n,,n,,y,Total received quantity (369) exceeds ordered quantity (156).,y,Expected invoice amount (21718.32) does not match invoice amount (5999.32).,n,
PO1377,y,ASN shipped quantity (360) does not match GRN received quantity (264).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-29).,n,,n,,y,Total received quantity (264) exceeds ordered quantity (59).,y,Expected invoice amount (26420.79) does not match invoice amount (8409.21).,n,
PO1378,y,ASN shipped quantity (152) does not match GRN received quantity (158).,y,Earliest received date (2025-08-16) is after the PO delivery date (2025-07-28).,n,,n,,n,,y,Expected invoice amount (18659.34) does not match invoice amount (5867.39).,y,Total received quantity (158) is less than ordered quantity (177).
PO1379,y,ASN shipped quantity (168) does not match GRN received quantity (233).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-27).,n,,n,,y,Total received quantity (233) exceeds ordered quantity (104).,y,Expected invoice amount (27183.52) does not match invoice amount (4575.05).,n,
PO1380,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1381,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1382,y,ASN shipped quantity (245) does not match GRN received quantity (284).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (284) exceeds ordered quantity (189).,y,Expected invoice amount (23855.58) does not match invoice amount (7333.06).,n,
PO1383,y,ASN shipped quantity (249) does not match GRN received quantity (187).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-14).,n,,n,,y,Total received quantity (187) exceeds ordered quantity (158).,y,Expected invoice amount (32521.14) does not match invoice amount (3116.58).,n,
PO1384,y,ASN shipped quantity (399) does not match GRN received quantity (363).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-30).,n,,n,,y,Total received quantity (363) exceeds ordered quantity (108).,y,Expected invoice amount (19517.76) does not match invoice amount (6594.91).,n,
PO1385,n,,n,,n,,n,,y,Total received quantity (295) exceeds ordered quantity (156).,y,Expected invoice amount (25111.32) does not match invoice amount (9486.85).,n,
PO1386,y,ASN shipped quantity (305) does not match GRN received quantity (195).,n,,n,,n,,y,Total received quantity (195) exceeds ordered quantity (184).,y,Expected invoice amount (36374.96) does not match invoice amount (8408.98).,n,
PO1387,y,ASN shipped quantity (71) does not match GRN received quantity (147).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (147) exceeds ordered quantity (66).,y,Expected invoice amount (13619.76) does not match invoice amount (7788.60).,n,
PO1388,y,ASN shipped quantity (190) does not match GRN received quantity (292).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (292) exceeds ordered quantity (177).,y,Expected invoice amount (71215.95) does not match invoice amount (3960.98).,n,
PO1389,y,ASN shipped quantity (153) does not match GRN received quantity (92).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-07).,n,,n,,n,,y,Expected invoice amount (8215.34) does not match invoice amount (7382.57).,y,Total received quantity (92) is less than ordered quantity (98).
PO1390,y,ASN shipped quantity (144) does not match GRN received quantity (92).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-07-04).,n,,n,,n,,y,Expected invoice amount (62431.20) does not match invoice amount (3506.21).,y,Total received quantity (92) is less than ordered quantity (144).
PO1391,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1392,y,ASN shipped quantity (158) does not match GRN received quantity (200).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-09).,n,,n,,y,Total received quantity (200) exceeds ordered quantity (139).,y,Expected invoice amount (23794.02) does not match invoice amount (2393.87).,n,
PO1393,y,ASN shipped quantity (186) does not match GRN received quantity (56).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-06-24).,n,,n,,n,,y,Expected invoice amount (40163.20) does not match invoice amount (1245.88).,y,Total received quantity (56) is less than ordered quantity (154).
PO1394,y,ASN shipped quantity (111) does not match GRN received quantity (35).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-11).,n,,n,,n,,y,Expected invoice amount (32443.20) does not match invoice amount (9331.68).,y,Total received quantity (35) is less than ordered quantity (90).
PO1395,y,ASN shipped quantity (91) does not match GRN received quantity (70).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-06).,n,,n,,n,,y,Expected invoice amount (77126.40) does not match invoice amount (6298.25).,y,Total received quantity (70) is less than ordered quantity (192).
PO1396,y,ASN shipped quantity (61) does not match GRN received quantity (175).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-23).,n,,n,,y,Total received quantity (175) exceeds ordered quantity (141).,y,Expected invoice amount (42101.19) does not match invoice amount (5167.83).,n,
PO1397,y,ASN shipped quantity (193) does not match GRN received quantity (189).,y,Earliest received date (2025-08-16) is after the PO delivery date (2025-07-18).,n,,n,,y,Total received quantity (189) exceeds ordered quantity (181).,y,Expected invoice amount (76935.86) does not match invoice amount (9195.05).,n,
PO1398,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1399,y,ASN shipped quantity (170) does not match GRN received quantity (30).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-03).,n,,n,,n,,y,Expected invoice amount (31174.76) does not match invoice amount (9552.64).,y,Total received quantity (30) is less than ordered quantity (82).
PO1400,y,ASN shipped quantity (308) does not match GRN received quantity (401).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-27).,n,,n,,y,Total received quantity (401) exceeds ordered quantity (73).,y,Expected invoice amount (14835.79) does not match invoice amount (4730.67).,n,
PO1401,y,ASN shipped quantity (446) does not match GRN received quantity (418).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-04).,n,,n,,y,Total received quantity (418) exceeds ordered quantity (177).,y,Expected invoice amount (57852.45) does not match invoice amount (4260.72).,n,
